itemId,title,price,shipping cost,post date,location,seller,seller feedback Percentage,seller feedback Score,seller,condition,URL
v1|255859995855|0,Apple iPhone 14 128GB MIDNIGHT BLACK UNLOCKED NEW SEALED 1 YEAR APPLE WARRANTY,569.00,0.00,2022-12-03T15:15:49.000Z,BA12***,BUSINESS,100.0,7238,BUSINESS,New,https://www.ebay.co.uk/itm/255859995855?hash=item3b9271b4cf:g:FAQAAOSwD1RkVjMh
v1|354345405824|0,Apple iPhone 14 Pro 5G Smartphone 128GB Unlocked SIM-Free - *Space Black* B,639.69,0.00,2022-10-20T14:00:26.000Z,NN8***,BUSINESS,99.6,310102,BUSINESS,Excellent - Refurbished,https://www.ebay.co.uk/itm/354345405824?hash=item5280a1cd80:g:OLUAAOSw7ZFl7zWR
v1|224595992149|523400019647,Apple iPhone 12 Pro 128GB/256GB/512GB - ALL COLOURS - UNLOCKED - GOOD CONDITION,349.99,0.00,2021-09-03T12:44:13.000Z,PL6***,BUSINESS,99.7,65551,BUSINESS,Good - Refurbished,https://www.ebay.co.uk/itm/224595992149?hash=item344af6de55:g:wE8AAOSwF3thMhUf
v1|285868591581|0,Apple iPhone 12  128GB  black Unlocked very good condition 100% Batteryhealth,229.99,0.00,2024-05-20T16:07:22.000Z,DE7***,BUSINESS,97.3,1757,BUSINESS,Used,https://www.ebay.co.uk/itm/285868591581?hash=item428f1889dd:g:gIAAAOSwivxl4089
v1|387048107509|0,"Apple iPhone / iPod Lot - 3G, 3GS, 4 4S 5 6S, Touch 4th Gen, Touch 1st Gen x 14",64.99,3.39,2024-06-01T06:00:58.000Z,BB10***,INDIVIDUAL,99.5,638,INDIVIDUAL,For parts or not working,https://www.ebay.co.uk/itm/387048107509?hash=item5a1ddd6df5:g:7ZUAAOSwtBlmWrkJ
v1|313508807310|0,"APPLE IPHONE 14 PLUS - 128GB 5G UNLOCKED A2886 6.7"" SIM FREE SMARTPHONE-MIDNIGHT",449.99,0.00,2021-04-27T11:14:20.000Z,FK10***,BUSINESS,100.0,28333,BUSINESS,Good - Refurbished,https://www.ebay.co.uk/itm/313508807310?hash=item48fe94c28e:g:j8YAAOSwI4FmK-vY
v1|355757124025|0,Apple iPhone 14 Pro - 128GB - Deep Purple (Unlocked),600.00,2.94,2024-06-01T03:33:26.000Z,SW9***,INDIVIDUAL,100.0,12,INDIVIDUAL,Used,https://www.ebay.co.uk/itm/355757124025?hash=item52d4c6e9b9:g:1ekAAOSwsM9mWkGD
v1|145470552892|444631535537,Apple iPhone 12 Mini - Good – Refurbished - All Sizes & Colours - Unlocked,174.00,0.00,2023-11-30T09:08:51.000Z,CT19***,BUSINESS,94.9,2652,BUSINESS,Good - Refurbished,https://www.ebay.co.uk/itm/145470552892?hash=item21deb87b3c:g:eokAAOSwO89jgL~K
v1|276472226832|579037913285,Apple iPhone 12 64GB/128GB/256GB- All Colours -  Unlocked Pristine (UK Stock),308.95,0.00,2024-05-18T14:06:45.000Z,B74***,BUSINESS,99.8,15819,BUSINESS,Opened – never used,https://www.ebay.co.uk/itm/276472226832?hash=item405f076410:g:yRgAAOSww6hmSK-l
v1|325409682134|514413065486,Apple iPhone 12 64 128 256GB Unlocked Smartphone Sim Free Pristine Condition A+,264.99,0.00,2022-11-03T11:14:04.000Z,W3***,BUSINESS,99.0,6671,BUSINESS,Opened – never used,https://www.ebay.co.uk/itm/325409682134?hash=item4bc3edb2d6:g:YlMAAOSwDWljY6GG
v1|384353149321|653981468549,Apple iPhone 12 64GB 128GB 256GB 5G Unlocked All Colours Good Condition,209.99,0.00,2021-08-26T13:34:51.000Z,EX32***,BUSINESS,98.9,92845,BUSINESS,Good - Refurbished,https://www.ebay.co.uk/itm/384353149321?hash=item597d3ba189:g:m8UAAOSwjC1mGURV
v1|156236882728|457212165612,9H Tempered Glass CAMERA LENS Cover Protector For iPhone 15 14 13 12 11 Pro Max,0.99,0.00,2024-06-01T12:43:25.000Z,RM16***,BUSINESS,98.7,1932,BUSINESS,New,https://www.ebay.co.uk/itm/156236882728?hash=item246071a328:g:RmwAAOSwDoNlv5BA
v1|375397028094|644355353977,Apple iPhone 12 64GB / 128GB /256GB All Colors Unlocked - Excellent Condition A+,309.69,0.00,2024-04-26T10:59:02.000Z,M8***,BUSINESS,99.6,769,BUSINESS,Opened – never used,https://www.ebay.co.uk/itm/375397028094?hash=item57676810fe:g:Pg0AAOSw~RpmK4gn
v1|385652840331|653454473345,Apple iPhone 14 - All Sizes - All Colours - Unlocked - Very Good Condition,550.99,0.00,2023-06-01T13:55:48.000Z,SK7***,BUSINESS,99.2,12160745,BUSINESS,Very Good - Refurbished,https://www.ebay.co.uk/itm/385652840331?hash=item59cab3578b:g:w~sAAOSwoQlkeJKi
v1|274873100692|576159940435,Tempered Glass Screen Protector For iPhone 14 13 12 11 Pro Max Mini XR XS X SE 2,1.64,0.00,2021-07-19T15:59:41.000Z,B19***,BUSINESS,98.5,149693,BUSINESS,New,https://www.ebay.co.uk/itm/274873100692?hash=item3fffb6a994:g:AakAAOSwD~1hbzfs
v1|296034303292|594176775270,Case For iPhone 15 14 13 12 Pro Max Plus Shockproof Magnetic Silicone Back Cover,2.99,0.00,2023-11-08T17:12:27.000Z,CV2***,BUSINESS,98.9,118790,BUSINESS,New,https://www.ebay.co.uk/itm/296034303292?hash=item44ed04fd3c:g:sYEAAOSw6IZlS7qZ
v1|145042591020|444245990337,Apple iPhone 14 - Excellent – Refurbished - All Sizes & Colours – Unlocked,490.00,0.00,2023-04-19T08:04:28.000Z,CT19***,BUSINESS,94.9,2652,BUSINESS,Excellent - Refurbished,https://www.ebay.co.uk/itm/145042591020?hash=item21c5364d2c:g:3d4AAOSwKFJlc0EU
v1|393045908592|0,Apple iPhone 12 6.1'' 5G Smartphone 64GB Unlocked SIM-Free - (Black) B+,299.79,0.00,2020-12-06T17:52:15.000Z,NN8***,BUSINESS,99.6,310102,BUSINESS,Excellent - Refurbished,https://www.ebay.co.uk/itm/393045908592?hash=item5b835c9c70:g:fMUAAOSwz1xl7zN1
v1|395361542360|0,Apple MPXV3ZD/A iPhone 14 Pro 5G Smartphone 128GB SIM-Free (Faint Screen Burn) C,549.49,0.00,2024-04-24T21:02:58.000Z,NN8***,BUSINESS,99.6,310102,BUSINESS,Used,https://www.ebay.co.uk/itm/395361542360?hash=item5c0d6260d8:g:Vf4AAOSwn3BmKXN-
v1|335048953905|544275067872,Apple iPhone 14 Pro - All Colours - All Sizes - Unlocked - Excellent Condition,659.99,0.00,2023-09-28T17:21:51.000Z,SW3***,BUSINESS,98.7,119649,BUSINESS,Excellent - Refurbished,https://www.ebay.co.uk/itm/335048953905?hash=item4e02795031:g:m3AAAOSwOmllFb3H
v1|296390150868|594368030542,Apple iPhone 12 64GB/ 128GB /256GB iOS Unlocked All Colors - Excellent Condition,309.59,0.00,2024-04-25T13:48:01.000Z,WA10***,BUSINESS,99.6,2039,BUSINESS,Opened – never used,https://www.ebay.co.uk/itm/296390150868?hash=item45023acad4:g:DdgAAOSw4-tmKl7f
v1|304931996734|603915681160,Apple iPhone 14 Pro Max - All Sizes - All Colours - Unlocked - Good Condition,718.99,0.00,2023-05-10T15:15:59.000Z,SK7***,BUSINESS,99.2,12160745,BUSINESS,Good - Refurbished,https://www.ebay.co.uk/itm/304931996734?hash=item46ff5d043e:g:kwwAAOSwm~lkW7Of
v1|225236827544|524182858621,Apple iPhone 13 - 128GB/256/512 - ALL COLOURS - UNLOCKED - EXCELLENT CONDITION,419.99,0.00,2022-11-04T15:14:52.000Z,PL6***,BUSINESS,99.7,65551,BUSINESS,Excellent - Refurbished,https://www.ebay.co.uk/itm/225236827544?hash=item3471293d98:g:dZgAAOSwuctjZS8X
v1|386913351485|654175138372,Apple iPhone 12 64GB 128GB 256GB Unlocked All Colours IOS Pristine Condition A+,289.89,0.00,2024-04-07T14:57:02.000Z,CV3***,BUSINESS,98.6,1747,BUSINESS,Excellent - Refurbished,https://www.ebay.co.uk/itm/386913351485?hash=item5a15d5373d:g:V5UAAOSwnINlxfF8
v1|156210566580|457126442021,Apple iPhone 12 (Unlocked) All Colours/ Storage - Very Good Condition,225.00,0.00,2024-05-16T11:26:56.000Z,WV11***,BUSINESS,99.4,59623,BUSINESS,Very Good - Refurbished,https://www.ebay.co.uk/itm/156210566580?hash=item245ee015b4:g:ibAAAOSwCQxmRe6g
v1|314131579035|0,"APPLE IPHONE 14 PLUS - 128GB 5G UNLOCKED A2886 6.7"" SIM FREE SMARTPHONE - VIOLET",449.99,0.00,2022-09-03T12:29:49.000Z,FK10***,BUSINESS,100.0,28333,BUSINESS,Good - Refurbished,https://www.ebay.co.uk/itm/314131579035?hash=item4923b3809b:g:LNEAAOSwrp5l4eSK
v1|294871214623|593208218160,Apple iPhone 12 Pro Max - All Sizes- All Colours -Unlocked - Very Good Condition,431.99,0.00,2022-03-18T15:02:41.000Z,SK7***,BUSINESS,99.2,12160745,BUSINESS,Very Good - Refurbished,https://www.ebay.co.uk/itm/294871214623?hash=item44a7b1aa1f:g:jhoAAOSw6C5iNJsz
v1|166371877139|466022490928,For iPhone 14 15 Pro Plus Max USB-C PD Fast Cable Charger Connector Plug Adapter,2.45,0.00,2023-10-10T15:46:22.000Z,WA1***,BUSINESS,99.0,7153,BUSINESS,New,https://www.ebay.co.uk/itm/166371877139?hash=item26bc896113:g:L1QAAOSwWvtlJWxt
v1|134937135037|0,GENUINE ORIGINAL Apple iPhone 14 13 12 11 Charger Type C to Lightning Cable - 1M,4.89,0.00,2024-02-15T02:52:10.000Z,UB2***,BUSINESS,99.2,1948,BUSINESS,New,https://www.ebay.co.uk/itm/134937135037?hash=item1f6ae147bd:g:muAAAOSw3tBmHULp
v1|305591501304|0,APPLE iPhone 12 64GB 6.1  5G SIM-free Unlocked 12MP purple MGJD3B/A UK Version N,329.99,0.00,2024-05-29T09:12:52.000Z,WS10***,BUSINESS,100.0,72314,BUSINESS,Opened – never used,https://www.ebay.co.uk/itm/305591501304?hash=item4726ac41f8:g:IIUAAOSwKxVmV8Zn
v1|295686214280|593837068623,Apple iPhone 14 Plus - All Sizes - All Colours - Unlocked - Good Condition,658.99,0.00,2023-05-08T12:43:13.000Z,SK7***,BUSINESS,99.2,12160745,BUSINESS,Good - Refurbished,https://www.ebay.co.uk/itm/295686214280?hash=item44d8459288:g:pIwAAOSw8P5kWO0Y
v1|166797188546|0,Apple iPhone 12 (5G) - 64GB - Black  (Unlocked) Model A2403 with Box,250.00,9.50,2024-06-01T11:21:55.000Z,BS37***,INDIVIDUAL,100.0,2627,INDIVIDUAL,Used,https://www.ebay.co.uk/itm/166797188546?hash=item26d5e31dc2:g:iyQAAOSw8blmWv9S
v1|386940830464|654213826932,Apple iPhone 12 64GB 128GB 256GB Unlocked All Colours IOS - Very Good Grade B,239.89,0.00,2024-04-19T14:17:14.000Z,CV3***,BUSINESS,98.6,1747,BUSINESS,Good - Refurbished,https://www.ebay.co.uk/itm/386940830464?hash=item5a17788300:g:V5UAAOSwnINlxfF8
v1|126421377819|427461311341,Apple iPhone 12 Mini 64GB 128GB 256GB Unlocked All Colours Good Condition,172.48,0.00,2024-04-09T14:22:05.000Z,LA3***,BUSINESS,98.4,725,BUSINESS,Good - Refurbished,https://www.ebay.co.uk/itm/126421377819?hash=item1d6f4d231b:g:SxMAAOSw7-hl1ge7
v1|335245989870|544550641301,NEW Apple iPhone 12 - 5G - 64GB  iOS Unlocked - White/Blue - Pristine A+,359.49,0.00,2024-02-06T14:01:57.000Z,OL8***,BUSINESS,99.5,5038,BUSINESS,Opened – never used,https://www.ebay.co.uk/itm/335245989870?hash=item4e0e37d7ee:g:vYkAAOSwSt9mT1Vm
v1|295932002119|594121801831,Tempered Glass Screen Protector For iPhone 15 14 13 12 11 Pro Max Mini X XR Plus,1.79,0.00,2023-09-14T13:47:15.000Z,RM8***,BUSINESS,98.7,329418,BUSINESS,New,https://www.ebay.co.uk/itm/295932002119?hash=item44e6ebff47:g:egMAAOSwLy5lJwJu
v1|326146869623|0,Apple iPhone 12 - 128GB - Black (Unlocked),229.00,0.00,2024-05-31T16:34:07.000Z,WA5***,INDIVIDUAL,100.0,938,INDIVIDUAL,Used,https://www.ebay.co.uk/itm/326146869623?hash=item4befde4977:g:BZkAAOSwO4JmWfo5
v1|294871208249|593208291597,Apple iPhone 12 Pro Max - All Sizes - All Colours - Unlocked - Good Condition,372.99,,2022-03-18T15:00:25.000Z,SK7***,BUSINESS,99.2,12160745,BUSINESS,Good - Refurbished,https://www.ebay.co.uk/itm/294871208249?hash=item44a7b19139:g:jhoAAOSw6C5iNJsz
v1|385604694861|653418139915,Apple iPhone 14 Pro Max - All Sizes - All Colours - Unlocked - Excellent,923.99,0.00,2023-05-10T15:19:40.000Z,SK7***,BUSINESS,99.2,12160745,BUSINESS,Excellent - Refurbished,https://www.ebay.co.uk/itm/385604694861?hash=item59c7d4b34d:g:kwwAAOSwm~lkW7Of
v1|204478961230|505455124463,Apple iPhone 14 Plus 128GB/256GB/512GB Unlocked All Colours Good Condition ,454.99,0.00,2023-09-28T06:47:11.000Z,EX32***,BUSINESS,98.9,92845,BUSINESS,Good - Refurbished,https://www.ebay.co.uk/itm/204478961230?hash=item2f9be5564e:g:WBEAAOSwvy5lFSKB
v1|266771712917|0,iPhone 14 Replacement Battery Premium Quality 3279mAh with Adhesive UK,11.99,0.00,2024-04-16T10:57:15.000Z,SN1***,BUSINESS,98.3,4848,BUSINESS,New,https://www.ebay.co.uk/itm/266771712917?hash=item3e1cd54b95:g:6PEAAOSwUV1mHljj
v1|296110329943|594259427762,Apple iPhone 12 64/128/256GB Unlocked Smartphone - Good Condition,239.99,0.00,2023-12-15T14:35:26.000Z,,BUSINESS,98.3,8407,BUSINESS,Good - Refurbished,https://www.ebay.co.uk/itm/296110329943?hash=item44f18d1057:g:Vk4AAOSwcPtlfGTZ
v1|276455538747|0,"Apple iPhone 12 6.1"" 64GB  Black Unlocked A2403",219.99,0.00,2024-05-07T14:26:14.000Z,CM9***,BUSINESS,99.6,15342,BUSINESS,Used,https://www.ebay.co.uk/itm/276455538747?hash=item405e08c03b:g:qkwAAOSwY2tmOjcx
v1|304402834640|603446972985,Apple iPhone 12 Mini - All Sizes - All Colours - Unlocked - Good Condition,221.99,0.00,2022-03-18T14:39:22.000Z,SK7***,BUSINESS,99.2,12160745,BUSINESS,Good - Refurbished,https://www.ebay.co.uk/itm/304402834640?hash=item46dfd2a4d0:g:vRcAAOSwh0tiNJGr
v1|126421381002|427461374221,Apple iPhone 12 Pro 128GB 256GB 512GB Unlocked All Colours Good Condition,314.07,0.00,2024-04-09T14:25:06.000Z,LA3***,BUSINESS,98.4,725,BUSINESS,Good - Refurbished,https://www.ebay.co.uk/itm/126421381002?hash=item1d6f4d2f8a:g:sMsAAOSwlPFl1g5E
v1|155194574009|455377917699,Fits Apple iPhone 14 Camera Lens Tempered Glass Screen Protector ,2.99,0.00,2022-10-05T19:35:50.000Z,HX1***,BUSINESS,97.7,20486,BUSINESS,New,https://www.ebay.co.uk/itm/155194574009?hash=item24225144b9:g:GeMAAOSwKQZhRvyt
v1|285887652161|0,Apple iPhone 12 Black 128GB Unlocked,210.00,0.00,2024-06-01T15:46:44.000Z,WV3***,INDIVIDUAL,98.7,1522,INDIVIDUAL,Used,https://www.ebay.co.uk/itm/285887652161?hash=item42903b6141:g:K9IAAOSw4vJmWzKO
v1|126509715926|0,Apple iPhone 12 -64GB-5G Black_ (Unlocked & Sealed) -🍎-Apple- Warranty 1 Year_,359.00,8.95,2024-06-01T16:40:41.000Z,N1***,INDIVIDUAL,99.2,2361,INDIVIDUAL,New,https://www.ebay.co.uk/itm/126509715926?hash=item1d749111d6:g:LE0AAOSwhbBmAkhv
v1|394450470909|0,Apple iPhone 14 Pro Max 5G Smartphone 128GB Unlocked SIM-Free *Deep Purple* B,699.69,0.00,2023-02-07T08:34:44.000Z,NN8***,BUSINESS,99.6,310102,BUSINESS,Excellent - Refurbished,https://www.ebay.co.uk/itm/394450470909?hash=item5bd71487fd:g:FyMAAOSwdIdl7zWk
v1|355411552766|0,Apple iPhone 14 Plus 6.7'' 5G Smartphone 128GB Unlocked SIM-Free - *Purple* D,429.25,0.00,2024-01-25T16:05:34.000Z,NN8***,BUSINESS,99.6,310102,BUSINESS,Good - Refurbished,https://www.ebay.co.uk/itm/355411552766?hash=item52c02de9fe:g:HzAAAOSwXmxl7zYG
v1|196141120348|495992370368,Apple iPhone 12 Pro 128/256/512GB - Unlocked Smartphone Very Good Condition,289.99,0.00,2023-12-19T12:13:29.000Z,,BUSINESS,99.3,1217,BUSINESS,Very Good - Refurbished,https://www.ebay.co.uk/itm/196141120348?hash=item2daaebfb5c:g:GoUAAOSw3dBlgYjc
v1|393019678340|0,Apple iPhone 12 6.1'' 5G Smartphone 64GB Unlocked SIM-Free - Black A,359.89,0.00,2020-11-16T22:56:53.000Z,NN8***,BUSINESS,99.6,310102,BUSINESS,Opened – never used,https://www.ebay.co.uk/itm/393019678340?hash=item5b81cc5e84:g:8ewAAOSwuJpl7zN1
v1|304710817655|603740700398,Apple iPhone 14 Pro - All Sizes - All Colours - Unlocked - Excellent Condition,793.99,0.00,2022-11-21T12:23:36.000Z,SK7***,BUSINESS,99.2,12160745,BUSINESS,Excellent - Refurbished,https://www.ebay.co.uk/itm/304710817655?hash=item46f22e1777:g:MpUAAOSwTQdje2vw
v1|276488989346|0,Apple iPhone 12 Pro - 128GB - Graphite (Boxed & Unlocked),275.00,6.99,2024-05-31T10:30:43.000Z,IG8***,INDIVIDUAL,100.0,383,INDIVIDUAL,Used,https://www.ebay.co.uk/itm/276488989346?hash=item4060072aa2:g:itQAAOSw65VmJPm7
v1|204117647475|504656861415,Apple iPhone 12 Mini 64GB 128GB 256GB Unlocked Smartphone Pristine Grade A+,208.99,0.00,2022-10-11T16:31:06.000Z,W3***,BUSINESS,99.1,24867,BUSINESS,Excellent - Refurbished,https://www.ebay.co.uk/itm/204117647475?hash=item2f865c2073:g:gHsAAOSwfThjRZl~
v1|144444844245|443742614828,Apple iPhone 12 - Good – Refurbished - All Sizes & Colours - Unlocked,194.00,0.00,2022-03-04T12:49:58.000Z,CT19***,BUSINESS,94.9,2652,BUSINESS,Good - Refurbished,https://www.ebay.co.uk/itm/144444844245?hash=item21a19568d5:g:97IAAOSwj5JjkcgW
v1|176165500434|475614490654,Apple iPhone 15 14 13 Pro Plus Max 128GB UNLOCKED ✅ Black EXCELLENT CONDITION 🔥,544.95,0.00,2024-01-08T16:45:02.000Z,WC2H***,BUSINESS,98.6,22021,BUSINESS,Used,https://www.ebay.co.uk/itm/176165500434?hash=item2904483612:g:9JgAAOSwEXpmHkwP
v1|256391519902|0,Apple iPhone 12 Pro - 128GB - Grey (Unlocked),245.00,0.00,2024-02-01T00:00:01.000Z,PR8***,BUSINESS,100.0,9392,BUSINESS,Used,https://www.ebay.co.uk/itm/256391519902?hash=item3bb2201e9e:g:-IwAAOSwTMRmUbLw
v1|395417639065|0,Apple iPhone 14 Pro - 256GB - Deep Purple - Boxed,650.00,0.00,2024-05-20T22:11:00.000Z,PL19***,INDIVIDUAL,97.4,52,INDIVIDUAL,Used,https://www.ebay.co.uk/itm/395417639065?hash=item5c10ba5899:g:rFkAAOSweg5mWGKY
v1|386103461398|653651863913,5D Privacy Tempered Glass Screen Protector For iPhone 15 14 Pro Max 13 12 Cover,3.95,0.00,2023-09-07T17:39:32.000Z,N18***,BUSINESS,99.2,5772,BUSINESS,New,https://www.ebay.co.uk/itm/386103461398?hash=item59e58f4616:g:Wf0AAOSw089k-gY4
v1|384787094998|652717725297,Apple iPhone 12 - All Sizes - All Colours - Unlocked - Excellent Condition,361.99,0.00,2022-03-18T14:04:09.000Z,SK7***,BUSINESS,99.2,12160745,BUSINESS,Excellent - Refurbished,https://www.ebay.co.uk/itm/384787094998?hash=item5997191dd6:g:o1YAAOSwYexiNIuh
v1|224595992146|524956923689,Apple iPhone 12 Pro 128GB/256/512 - ALL COLOURS - UNLOCKED - VERY GOOD CONDITION,329.99,0.00,2021-09-03T12:43:13.000Z,PL6***,BUSINESS,99.7,65551,BUSINESS,Very Good - Refurbished,https://www.ebay.co.uk/itm/224595992146?hash=item344af6de52:g:wE8AAOSwF3thMhUf
v1|386757737152|654028827114,Apple iPhone 12 64GB 128GB 256GB Unlocked All Colours - Excellent Grade A,319.89,0.00,2024-02-09T09:56:01.000Z,CV3***,BUSINESS,98.6,1747,BUSINESS,Very Good - Refurbished,https://www.ebay.co.uk/itm/386757737152?hash=item5a0c8ebac0:g:V5UAAOSwnINlxfF8
v1|326087396139|515180536790,NEW iPhone 15 14 Pro Max 13 MagSafe Case Glass Lens Protector Window Matte Cover,3.99,0.00,2024-04-12T17:16:21.000Z,B19***,BUSINESS,98.5,218659,BUSINESS,New,https://www.ebay.co.uk/itm/326087396139?hash=item4bec52cb2b:g:STgAAOSwlhdmGWu~
v1|335062616440|544288485378,Apple iPhone 14 Pro Max - All Colours & Sizes - Unlocked - Excellent Condition,729.95,0.00,2023-10-08T16:45:11.000Z,SW3***,BUSINESS,98.7,119649,BUSINESS,Excellent - Refurbished,https://www.ebay.co.uk/itm/335062616440?hash=item4e0349c978:g:m3AAAOSwOmllFb3H
v1|375461992698|0,Apple iPhone 12 Mini 128GB (Unlocked) Smartphone Very Good Condition Black Color,230.28,0.00,2024-06-01T15:41:17.000Z,SE8***,INDIVIDUAL,99.2,116,INDIVIDUAL,Used,https://www.ebay.co.uk/itm/375461992698?hash=item576b4758fa:g:j5UAAOSwbCRmWzn6
v1|225236807512|524182998831,Apple iPhone 13 128GB/256/512 - ALL COLOURS - UNLOCKED - VERY GOOD CONDITION,379.99,0.00,2022-11-04T14:50:14.000Z,PL6***,BUSINESS,99.7,65551,BUSINESS,Very Good - Refurbished,https://www.ebay.co.uk/itm/225236807512?hash=item347128ef58:g:eSUAAOSwVrljZS8p
v1|285860269092|0,For Apple iPhone 14 Replacement In-Cell LCD Screen - Strone Prime,38.99,0.00,2024-05-15T12:57:21.000Z,NG14***,BUSINESS,99.1,51593,BUSINESS,New,https://www.ebay.co.uk/itm/285860269092?hash=item428e998c24:g:mGgAAOSw5dlmRLDO
v1|165492121532|465040951302,Apple iPhone 12 Pro 128GB/256GB/512GB - Unlocked - All Colours - Excellent,369.99,0.00,2022-05-20T12:58:43.000Z,PO15***,BUSINESS,97.9,3013,BUSINESS,Excellent - Refurbished,https://www.ebay.co.uk/itm/165492121532?hash=item2688195fbc:g:h58AAOSwW0digqsR
v1|375112015161|644170128737,Apple iPhone 12 128GB All Colors iOS Sim free Smartphone 100% Battery Health A+,309.95,0.00,2023-12-10T17:48:24.000Z,WA10***,BUSINESS,99.6,769,BUSINESS,Opened – never used,https://www.ebay.co.uk/itm/375112015161?hash=item57566b1d39:g:mc0AAOSwHmRmIVpb
v1|115513784365|415539873797,Tempered Glass Screen Protector For iPhone 15 14 13 12 11 Pro Max Mini X XR Plus,1.79,0.00,2022-09-03T09:35:36.000Z,M40***,BUSINESS,99.1,253624,BUSINESS,New,https://www.ebay.co.uk/itm/115513784365?hash=item1ae528782d:g:bRkAAOSwdP1mRc9y
v1|166353511822|465990196317,Camera Lens Protector for iPhone 12 13 14 15Pro Max Metal Ring Glass Lens Cover,3.99,0.00,2023-09-28T21:27:05.000Z,M20***,BUSINESS,96.5,34658,BUSINESS,New,https://www.ebay.co.uk/itm/166353511822?hash=item26bb71258e:g:z1IAAOSwqC9lFe7S
v1|334135618765|544225039058,Apple iPhone 12 64GB/128GB/256GB - ALL COLOURS - UNLOCKED- VERY GOOD CONDITION,259.99,0.00,2021-09-03T12:18:26.000Z,PL6***,BUSINESS,99.7,65551,BUSINESS,Very Good - Refurbished,https://www.ebay.co.uk/itm/334135618765?hash=item4dcc08eccd:g:Pa0AAOSwcn9hMf5E
v1|165492144821|465040860602,Apple iPhone 12 Pro Max 128GB/256GB/512GB - Unlocked - All Colours - Good,404.99,0.00,2022-05-20T13:21:17.000Z,PO15***,BUSINESS,97.9,3013,BUSINESS,Good - Refurbished,https://www.ebay.co.uk/itm/165492144821?hash=item268819bab5:g:R-YAAOSwFxJigmh8
v1|326056841998|515147810448,Case For iPhone 15 14 Pro Max Plus 13 11 12 XR 7 8 SE Shockproof Cover Silicone,2.79,0.00,2024-03-17T15:01:40.000Z,WD6***,BUSINESS,99.6,5623,BUSINESS,New,https://www.ebay.co.uk/itm/326056841998?hash=item4bea80930e:g:9BAAAOSwffRl9wGj
v1|143967584989|443945424339,Card Holder Case For iPhone 15 14 Pro 13 12 SE XR 8 7 Leather Wallet Phone Cover,6.49,0.00,2021-03-04T07:07:58.000Z,M8***,BUSINESS,99.3,17001,BUSINESS,New,https://www.ebay.co.uk/itm/143967584989?hash=item21852302dd:g:HZkAAOSwyWdgQIEl
v1|304931602255|604041838568,Apple iPhone 12 (64GB or 128GB) - Unlocked - All Colours - Good Condition,209.95,0.00,2023-05-10T08:56:41.000Z,BB4***,BUSINESS,99.4,14693,BUSINESS,Good - Refurbished,https://www.ebay.co.uk/itm/304931602255?hash=item46ff56ff4f:g:79UAAOSwXqFkW1Wq
v1|226150427902|525276184549,"Apple Iphone 13 Mini 128GB - 5.4""  All Colours 5G Pristine A+ with Apple Box",338.95,0.00,2024-05-17T14:34:19.000Z,SL1***,BUSINESS,99.8,13547,BUSINESS,Opened – never used,https://www.ebay.co.uk/itm/226150427902?hash=item34a79dacfe:g:9yUAAOSwPzdmRjgr
v1|296442441182|594399035823,Apple iPhone 12 64GB- All Colours -  Unlocked Pristine (UK Stock),249.95,0.00,2024-05-18T15:45:24.000Z,B74***,BUSINESS,99.8,15819,BUSINESS,Excellent - Refurbished,https://www.ebay.co.uk/itm/296442441182?hash=item450558adde:g:yRgAAOSww6hmSK-l
v1|355695019139|624790890413,New Silicone Case For Apple iPhone 15 14 13 12 Plus Pro Max Cover with Magsafe,17.99,0.00,2024-05-08T10:05:25.000Z,IP3***,BUSINESS,99.0,308,BUSINESS,New,https://www.ebay.co.uk/itm/355695019139?hash=item52d1134483:g:TwoAAOSwMb1mOc1s
v1|305273664243|0,JUICE iPhone 14/13/12 MFi-Certified Lightning USB UK Wall Charger Travel Adapter,12.59,0.00,2023-11-17T16:17:06.000Z,BB7***,BUSINESS,99.4,144129,BUSINESS,New,https://www.ebay.co.uk/itm/305273664243?hash=item4713ba72f3:g:ZswAAOSw8x9lV5AR
v1|196027180362|495888433452,"AntiGlare MATTE TEMPERED GLASS Screen Protector for iPhone 15 14, Pro Max Plus",3.95,0.00,2023-10-12T15:05:20.000Z,OL11***,BUSINESS,98.5,1015238,BUSINESS,New,https://www.ebay.co.uk/itm/196027180362?hash=item2da421654a:g:htEAAOSwLeJhXFYb
v1|226052348532|525164127087,Heavy Duty Braided Long USB Fast Charger Cable Lead For iPhone 14 13 12 11 X 7 8,2.99,0.00,2024-03-18T15:53:52.000Z,PR1***,BUSINESS,99.6,204341,BUSINESS,New,https://www.ebay.co.uk/itm/226052348532?hash=item34a1c51a74:g:lBcAAOSw1T5l9Exi
v1|325920386965|514968034935,For iPhone 14 / 14 Plus Replacement Back Glass Rear Glass Battery Cover,6.95,0.00,2023-12-08T17:14:47.000Z,BD12***,BUSINESS,99.0,148333,BUSINESS,New,https://www.ebay.co.uk/itm/325920386965?hash=item4be25e6f95:g:MuMAAOSwY49lc018
v1|204704409696|505332706616,Genuine USB-C Fast Power Adapter Charger PD Plug/ Cable For iPhone 15/14/13/12,2.99,0.00,2024-03-20T22:07:10.000Z,BL1***,BUSINESS,96.8,2257,BUSINESS,New,https://www.ebay.co.uk/itm/204704409696?hash=item2fa9556860:g:yZ8AAOSwnvdl-1nF
